,name,real_rent,age,route_1,route_2,route_3,room_number,DK,K,L,S,convenience,new,old,far,near,very far,very near,世田谷区,中央区,中野区,北区,千代田区,台東区,品川区,墨田区,大田区,文京区,新宿区,板橋区,江戸川区,江東区,渋谷区,港区,目黒区,練馬区,荒川区,葛飾区,豊島区,足立区
7549,小田急線 下北沢駅 2階建 築87年,60000.0,87.0,9.0,6.0,12.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7550,松岡荘,81000.0,42.0,7.0,12.0,16.0,2.0,0.0,1.0,0.0,1.0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7551,ソレアードＴＲＥ,76000.0,7.0,8.0,8.0,23.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7552,ツインウッドA,65000.0,4.0,9.0,18.0,22.0,1.0,0.0,1.0,0.0,1.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7553,ベルビューII_204号,94000.0,2.0,7.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7554,ＪＲ山手線 新宿駅 2階建 築6年,67000.0,6.0,18.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7555,ＪＲ山手線 新宿駅 2階建 築6年,69000.0,6.0,18.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7556,東急田園都市線 駒沢大学駅 2階建 築36年,62000.0,36.0,15.0,19.0,,1.0,0.0,1.0,0.0,0.0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7557,Gハウス町屋,82000.0,16.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7558,ヴェルデプレッソ,105000.0,17.0,8.0,,,2.0,1.0,0.0,1.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7559,クレイノｍｚ三河島,87000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7560,クレイノｍｚ三河島,87000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7561,クレイノｍｚ三河島,89000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7562,クレイノｍｚ三河島,89000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7563,クレイノｍｚ三河島,91000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7564,ＪＲ常磐線 三河島駅 2階建 築3年,87000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7565,ＪＲ常磐線 三河島駅 2階建 築3年,87000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7566,ＪＲ常磐線 三河島駅 2階建 築3年,89000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7567,ＪＲ常磐線 三河島駅 2階建 築3年,89000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7568,ＪＲ常磐線 三河島駅 2階建 築3年,91000.0,3.0,8.0,18.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7569,ＪＲ総武線快速 新小岩駅 3階建 築2年,94000.0,2.0,7.0,29.0,4.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7570,ＪＲ総武線快速 新小岩駅 3階建 築2年,96500.0,2.0,7.0,29.0,4.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7571,無添加タウン葛飾Ｄ棟,95000.0,4.0,9.0,13.0,15.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7572,パラッツォ ハスミ,66000.0,13.0,7.0,7.0,16.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7573,ハイムメイトタカダ,55000.0,38.0,11.0,16.0,17.0,1.0,0.0,1.0,0.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7574,ハイムメイトタカダ,55000.0,38.0,11.0,16.0,17.0,1.0,0.0,1.0,0.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7575,ＪＲ山手線 西日暮里駅 2階建 築34年,90000.0,34.0,4.0,8.0,10.0,2.0,1.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7576,ノイハウス,65000.0,29.0,10.0,17.0,19.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7577,リースランド亀有,78000.0,18.0,6.0,26.0,27.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7578,リースランド亀有,78000.0,18.0,6.0,26.0,27.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7579,サニーコラール,180000.0,24.0,7.0,17.0,26.0,4.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7580,ロイヤルアーデンV,113000.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7581,エクレール・コート,81300.0,17.0,6.0,15.0,16.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7582,藤井コーポ,90000.0,34.0,4.0,8.0,10.0,2.0,1.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7583,無添加タウン葛飾Ｄ棟,95000.0,4.0,9.0,13.0,15.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7584,セジュールＭＫ－Ｗ,84000.0,22.0,8.0,13.0,18.0,3.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7585,岩崎荘,65000.0,44.0,13.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7586,シャレー学芸大カワベ第２０,115000.0,0.0,6.0,11.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7587,シャレー学芸大カワベ第２０,115000.0,0.0,6.0,11.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7588,シャレー学芸大カワベ第２０,116000.0,0.0,6.0,11.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7589,シャレー学芸大カワベ第２０,120000.0,0.0,6.0,11.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7590,シャレー学芸大カワベ第２０,121000.0,0.0,6.0,11.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7591,シャレー学芸大カワベ第２０,147000.0,0.0,6.0,11.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7592,シャレー学芸大カワベ第２０,154000.0,0.0,6.0,11.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7593,リベルテ荒川公園,61000.0,9.0,10.0,7.0,12.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7594,第一アヤメ荘,44000.0,58.0,8.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7595,第一アヤメ荘,48000.0,58.0,8.0,12.0,20.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7596,リースランド亀有,78000.0,18.0,6.0,26.0,27.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7597,リースランド亀有,78000.0,18.0,6.0,26.0,27.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7598,サンハイツ,67000.0,44.0,13.0,10.0,15.0,1.0,1.0,0.0,0.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7599,ドミールサワIII,83500.0,0.0,7.0,2.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7600,ドミールサワIII,83500.0,0.0,7.0,2.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7601,ドミールサワIII,85500.0,0.0,7.0,2.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7602,ドミールサワIII,88500.0,0.0,7.0,2.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7603,ドミールサワIII,99500.0,0.0,7.0,2.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7604,ドミールサワIII,99500.0,0.0,7.0,2.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7605,ドミールサワIII,102500.0,0.0,7.0,2.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7606,トレッド瑞江,100000.0,13.0,7.0,18.0,,1.0,1.0,0.0,1.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7607,アークス南千住,70700.0,5.0,6.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7608,城内コーポ,84000.0,22.0,14.0,12.0,10.0,1.0,1.0,0.0,1.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7609,城内コーポ,84000.0,22.0,14.0,12.0,10.0,1.0,1.0,0.0,0.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7610,ハーモナイズハイツＢ,100000.0,24.0,8.0,17.0,38.0,2.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7611,ハーモナイズハイツＢ,105000.0,24.0,8.0,17.0,38.0,2.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7612,ＪＲ総武線 小岩駅 2階建 築14年,100000.0,14.0,22.0,24.0,19.0,2.0,1.0,0.0,1.0,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7613,京成押上線 四ツ木駅 3階建 築4年,92000.0,4.0,13.0,18.0,,1.0,1.0,0.0,1.0,0.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7614,フォンテーヌ,92000.0,4.0,12.0,19.0,19.0,1.0,1.0,0.0,1.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7615,都営新宿線 篠崎駅 3階建 新築,83500.0,0.0,7.0,2.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7616,都営新宿線 篠崎駅 3階建 新築,83500.0,0.0,7.0,2.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7617,都営新宿線 篠崎駅 3階建 新築,85500.0,0.0,7.0,2.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7618,都営新宿線 篠崎駅 3階建 新築,99500.0,0.0,7.0,2.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7619,都営新宿線 篠崎駅 3階建 新築,102500.0,0.0,7.0,2.0,,1.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7620,ＪＲ常磐線 金町駅 2階建 築17年,60000.0,17.0,16.0,17.0,44.0,1.0,0.0,1.0,0.0,1.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7621,アルカディア祥,91000.0,4.0,13.0,20.0,18.0,1.0,1.0,0.0,1.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7622,都電荒川線 町屋駅前駅 2階建 築17年,81300.0,17.0,7.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7623,京成本線 青砥駅 3階建 築6年,89500.0,6.0,13.0,15.0,25.0,1.0,1.0,0.0,1.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7624,東急目黒線 西小山駅 2階建 築4年,120000.0,4.0,7.0,10.0,15.0,1.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7625,リースランド亀有,75000.0,18.0,6.0,27.0,28.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7626,東急世田谷線 宮の坂駅 2階建 築53年,52000.0,53.0,2.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7627,さざんかハウス,110000.0,4.0,5.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7628,東急東横線 田園調布駅 2階建 築35年,65000.0,35.0,13.0,7.0,12.0,1.0,0.0,1.0,0.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7629,コル　リベラーレ,99000.0,5.0,9.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7630,カーサ　ブリリオ,102500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7631,カーサ　ブリリオ,104500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7632,カーサ　ブリリオ,104500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7633,カーサ　ブリリオ,118500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7634,カーサ　ブリリオ,120500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7635,都営新宿線 船堀駅 2階建 新築,102500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7636,都営新宿線 船堀駅 2階建 新築,104500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7637,都営新宿線 船堀駅 2階建 新築,118500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7638,都営新宿線 船堀駅 2階建 新築,120500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7639,ラシーネ洗足,120000.0,4.0,7.0,10.0,15.0,1.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7640,メープルシャンテ,60000.0,11.0,6.0,6.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7641,東京メトロ千代田線 町屋駅 3階建 築11年,60000.0,11.0,6.0,6.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7642,アルバーノ南千住,75000.0,7.0,5.0,8.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7643,ジャラン バグース,87000.0,5.0,13.0,14.0,4.0,1.0,1.0,0.0,1.0,0.0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7644,東急世田谷線 宮の坂駅 2階建 築53年,52000.0,53.0,2.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7645,荒川区東尾久6丁目住宅,83000.0,41.0,5.0,14.0,2.0,2.0,1.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7646,カーサ　ブリリオ,102500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7647,カーサ　ブリリオ,104500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7648,カーサ　ブリリオ,104500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7649,カーサ　ブリリオ,118500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7650,カーサ　ブリリオ,120500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7651,都営新宿線 船堀駅 2階建 新築,102500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7652,都営新宿線 船堀駅 2階建 新築,104500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7653,都営新宿線 船堀駅 2階建 新築,118500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7654,都営新宿線 船堀駅 2階建 新築,120500.0,0.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7655,KTA熊野前,62000.0,4.0,6.0,20.0,5.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7656,西武新宿線 鷺ノ宮駅 2階建 築9年,141000.0,9.0,8.0,15.0,15.0,2.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7657,コーポマルイワ,56000.0,46.0,2.0,7.0,12.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7658,東京メトロ有楽町線 江戸川橋駅 2階建 築5年,70500.0,5.0,3.0,8.0,19.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7659,都営三田線 板橋区役所前駅 3階建 築7年,70000.0,7.0,5.0,12.0,17.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7660,都営三田線 板橋区役所前駅 3階建 築7年,80000.0,7.0,5.0,12.0,17.0,1.0,0.0,1.0,0.0,1.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7661,サンドニエル西尾久,69000.0,5.0,8.0,10.0,15.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7662,Blumenlied,117800.0,3.0,9.0,11.0,22.0,2.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7663,ＪＲ総武線 吉祥寺駅 2階建 築5年,19000.0,5.0,27.0,13.0,21.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7664,京成金町線 柴又駅 2階建 築34年,77000.0,34.0,6.0,10.0,24.0,2.0,1.0,0.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7665,クレセント四ツ木,73000.0,27.0,4.0,15.0,4.0,2.0,1.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7666,プラザ・カシオペア,133000.0,2.0,12.0,27.0,,3.0,1.0,0.0,1.0,0.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7667,ＪＲ中央線 中野駅 3階建 築6年,240000.0,6.0,10.0,6.0,11.0,4.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
