,name,real_rent,age,route_1,route_2,route_3,room_number,DK,K,L,S,convenience,new,old,far,near,very far,very near,世田谷区,中央区,中野区,北区,千代田区,台東区,品川区,墨田区,大田区,文京区,新宿区,板橋区,江戸川区,江東区,渋谷区,港区,目黒区,練馬区,荒川区,葛飾区,豊島区,足立区
862,ＪＲ総武線 新小岩駅 3階建 新築,62000.0,0.0,7.0,7.0,30.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
863,ＪＲ総武線 新小岩駅 3階建 新築,63000.0,0.0,7.0,7.0,30.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
864,ＪＲ総武線 新小岩駅 3階建 新築,63000.0,0.0,7.0,7.0,30.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
865,ＪＲ総武線 新小岩駅 3階建 新築,63000.0,0.0,7.0,7.0,30.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
866,ＪＲ総武線 新小岩駅 3階建 新築,64000.0,0.0,7.0,7.0,30.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
867,リリックコート313,71000.0,18.0,8.0,16.0,18.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
868,陽だまりの詩Ｔ-7,105000.0,14.0,8.0,7.0,10.0,1.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,ハイツローラン,73000.0,31.0,7.0,,,2.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
870,リュクサーヴ南千住,64000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
871,リュクサーヴ南千住,64000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
872,リュクサーヴ南千住,64000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
873,リュクサーヴ南千住,65500.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
874,リュクサーヴ南千住,65500.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
875,リュクサーヴ南千住,65500.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
876,リュクサーヴ南千住,66000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
877,リュクサーヴ南千住,66000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
878,リュクサーヴ南千住,66500.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
879,リュクサーヴ南千住,67000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
880,リュクサーヴ南千住,68000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
881,リュクサーヴ南千住,68000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
882,リュクサーヴ南千住,68000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
883,リュクサーヴ南千住,69000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
884,リュクサーヴ南千住,69000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
885,リュクサーヴ南千住,69500.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
886,リュクサーヴ南千住,70000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
887,リュクサーヴ南千住,71000.0,3.0,10.0,9.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
888,楓ハウス,188000.0,7.0,4.0,19.0,21.0,2.0,1.0,0.0,1.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
889,東急東横線 都立大学駅 2階建 築7年,188000.0,7.0,4.0,19.0,21.0,2.0,1.0,0.0,1.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
890,レジデンスお花茶屋,76000.0,4.0,8.0,13.0,27.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
891,リリックコート新小岩,67000.0,17.0,7.0,,,1.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
892,リリックコート新小岩,70000.0,17.0,7.0,,,1.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
893,MY　LIFE,60000.0,13.0,6.0,16.0,38.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
894,BLUE　PLAQUE　HOUSE,72500.0,16.0,6.0,12.0,27.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
895,レスポワール,73000.0,8.0,8.0,13.0,,1.0,0.0,1.0,0.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
896,MY　LIFE,60000.0,13.0,6.0,16.0,38.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
897,BLUE　PLAQUE　HOUSE,72500.0,16.0,6.0,12.0,27.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
898,レスポワール,73000.0,8.0,8.0,13.0,,1.0,0.0,1.0,0.0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
899,NOAH・NIPPORI,80000.0,0.0,5.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
900,NOAH・NIPPORI,84000.0,0.0,5.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
901,ＪＲ山手線 鶯谷駅 4階建 新築,80000.0,0.0,5.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
902,ＪＲ山手線 鶯谷駅 4階建 新築,84000.0,0.0,5.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
903,ハイツフォーレスト,106000.0,30.0,5.0,14.0,,2.0,1.0,0.0,1.0,0.0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,東武伊勢崎線 西新井駅 2階建 築10年,88000.0,10.0,6.0,14.0,17.0,1.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
905,京成本線 お花茶屋駅 3階建 築3年,78000.0,3.0,5.0,11.0,24.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
906,京成本線 お花茶屋駅 3階建 築3年,79000.0,3.0,5.0,11.0,24.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
907,ＪＲ常磐線 亀有駅 2階建 築13年,64000.0,13.0,8.0,,,1.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
908,87house,66000.0,13.0,3.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
909,87house,66000.0,13.0,3.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
910,87house,67000.0,13.0,3.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
911,87house,67000.0,13.0,3.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
912,（仮称）レジデンス赤羽,128000.0,0.0,12.0,8.0,15.0,1.0,1.0,0.0,1.0,0.0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,（仮称）レジデンス赤羽,145000.0,0.0,12.0,8.0,15.0,2.0,1.0,0.0,1.0,0.0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,京成本線 お花茶屋駅 3階建 築10年,53000.0,10.0,6.0,14.0,14.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
915,ルーブル鎌倉,48000.0,4.0,7.0,9.0,17.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
916,リブリ・四つ木シュトラーセ,68000.0,3.0,5.0,18.0,24.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
917,ＴＪＣクロス,208000.0,1.0,7.0,14.0,14.0,3.0,1.0,0.0,1.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
918,ハーモニーテラス高砂III,63500.0,0.0,8.0,20.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
919,ハーモニーテラス高砂III,66000.0,0.0,8.0,20.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
920,ハーモニーテラス高砂III,66500.0,0.0,8.0,20.0,,1.0,0.0,1.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
921,エトワールはつみ,63000.0,6.0,8.0,20.0,9.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
922,ツインウッドＢ,82500.0,4.0,9.0,22.0,18.0,1.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
923,セ・パラン２１０Ｂ,62000.0,14.0,8.0,26.0,23.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
924,ＪＲ常磐線 亀有駅 2階建 築14年,62000.0,14.0,8.0,23.0,26.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
925,シエラグランデ高砂,61000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
926,シエラグランデ高砂,61000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
927,シエラグランデ高砂,62000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
928,シエラグランデ高砂,62000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
929,シエラグランデ高砂,63000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
930,シエラグランデ高砂,63000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
931,シエラグランデ高砂,63000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
932,シエラグランデ高砂,64000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
933,シエラグランデ高砂,64000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
934,シエラグランデ高砂,65000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
935,シエラグランデ高砂,65000.0,1.0,6.0,12.0,23.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
936,京成本線 千住大橋駅 3階建 築3年,64000.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
937,京成本線 千住大橋駅 3階建 築3年,64000.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
938,京成本線 千住大橋駅 3階建 築3年,64000.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
939,京成本線 千住大橋駅 3階建 築3年,65500.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
940,京成本線 千住大橋駅 3階建 築3年,65500.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
941,京成本線 千住大橋駅 3階建 築3年,65500.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
942,京成本線 千住大橋駅 3階建 築3年,66000.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
943,京成本線 千住大橋駅 3階建 築3年,66000.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
944,京成本線 千住大橋駅 3階建 築3年,66500.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
945,京成本線 千住大橋駅 3階建 築3年,68000.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
946,京成本線 千住大橋駅 3階建 築3年,68000.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
947,京成本線 千住大橋駅 3階建 築3年,69000.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
948,京成本線 千住大橋駅 3階建 築3年,69500.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
949,京成本線 千住大橋駅 3階建 築3年,71000.0,3.0,9.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
950,Glanz東日暮里,66000.0,5.0,5.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
951,アミティエ北小岩,92000.0,0.0,3.0,17.0,4.0,1.0,1.0,0.0,1.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
952,アミティエ北小岩,93000.0,0.0,3.0,17.0,4.0,1.0,1.0,0.0,1.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
953,アミティエ北小岩,99000.0,0.0,3.0,17.0,4.0,1.0,1.0,0.0,1.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
954,シトロンフレアII,108300.0,8.0,8.0,22.0,27.0,1.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
955,シトロンフレアII,108800.0,8.0,8.0,22.0,27.0,1.0,1.0,0.0,1.0,0.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
956,SEELE新小岩,76000.0,2.0,4.0,27.0,,1.0,0.0,1.0,0.0,0.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
957,SEELE新小岩,85000.0,2.0,4.0,27.0,,1.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
958,（仮称）シャンテ ヌーベル ヴィ,56000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
959,（仮称）シャンテ ヌーベル ヴィ,58000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
960,（仮称）シャンテ ヌーベル ヴィ,58000.0,0.0,8.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
961,（仮称）シャンテ ヌーベル ヴィ,59000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
962,（仮称）シャンテ ヌーベル ヴィ,60000.0,0.0,8.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
963,（仮称）シャンテ ヌーベル ヴィ,62000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
964,（仮称）シャンテ ヌーベル ヴィ,62000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
965,（仮称）シャンテ ヌーベル ヴィ,64000.0,0.0,8.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
966,（仮称）シャンテ ヌーベル ヴィ,65000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
967,ＪＲ総武線 平井駅 3階建 築7年,98000.0,7.0,3.0,,,2.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
968,小田急線 参宮橋駅 2階建 築24年,72000.0,24.0,4.0,8.0,17.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
969,小田急線 参宮橋駅 2階建 築24年,72000.0,24.0,4.0,8.0,17.0,1.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
970,ＪＲ常磐線 亀有駅 3階建 新築,56000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
971,ＪＲ常磐線 亀有駅 3階建 新築,58000.0,0.0,8.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
972,ＪＲ常磐線 亀有駅 3階建 新築,58000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
973,ＪＲ常磐線 亀有駅 3階建 新築,59000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
974,ＪＲ常磐線 亀有駅 3階建 新築,59000.0,0.0,8.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
975,ＪＲ常磐線 亀有駅 3階建 新築,60000.0,0.0,8.0,23.0,4.0,1.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
976,ＪＲ常磐線 亀有駅 3階建 新築,60000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
977,ＪＲ常磐線 亀有駅 3階建 新築,62000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
978,ＪＲ常磐線 亀有駅 3階建 新築,62000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
979,ＪＲ常磐線 亀有駅 3階建 新築,65000.0,0.0,8.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
980,Glanz東日暮里,66000.0,5.0,5.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
